order_id,on_time_delivery,on_time_delivery_normalized,days_sales_outstanding,days_sales_outstanding_normalized,order_accuracy,order_accuracy_normalized,invoice_accuracy,invoice_accuracy_normalized,avg_cost_delivery,avg_cost_delivery_normalized
order_1786,84.77,0.8477,31,0.3444,91.27,0.9127,92.41,0.9241,23.99,0.2399
order_1787,91.94,0.9194,26,0.2889,99.11,0.9911,92.89,0.9289,20.45,0.2045
order_1788,90.47,0.9047,32,0.3556,92.33,0.9233,92.59,0.9259,20.79,0.2079
order_1789,71.77,0.7177,37,0.4111,65.97,0.6597,71.17,0.7117,41.51,0.4151
order_179,91.54,0.9154,34,0.3778,94.81,0.9481,90.4,0.904,23.68,0.2368
order_1790,85.93,0.8593,30,0.3333,91.59,0.9159,95.24,0.9524,23.89,0.2389
order_1791,91.46,0.9146,35,0.3889,91.8,0.918,93.05,0.9305,21.75,0.2175
order_1792,92.54,0.9254,32,0.3556,93.04,0.9304,93.62,0.9362,23.75,0.2375
order_1793,69.65,0.6965,41,0.4556,68.59,0.6859,55.0,0.55,39.2,0.392
order_1794,91.83,0.9183,33,0.3667,89.13,0.8913,90.95,0.9095,17.56,0.1756
order_1795,85.96,0.8596,34,0.3778,84.79,0.8479,77.57,0.7757,32.6,0.326
order_1796,86.6,0.866,33,0.3667,91.89,0.9189,92.31,0.9231,21.03,0.2103
order_1797,84.66,0.8466,26,0.2889,94.57,0.9457,90.32,0.9032,20.89,0.2089
order_1798,92.09,0.9209,35,0.3889,93.32,0.9332,90.98,0.9098,23.0,0.23
order_1799,85.93,0.8593,33,0.3667,95.38,0.9538,94.04,0.9404,18.13,0.1813
order_18,87.72,0.8772,30,0.3333,94.25,0.9425,93.44,0.9344,24.99,0.2499
order_180,88.52,0.8852,31,0.3444,96.87,0.9687,92.89,0.9289,24.54,0.2454
order_1800,90.87,0.9087,29,0.3222,90.67,0.9067,87.35,0.8735,23.32,0.2332
order_1801,84.51,0.8451,52,0.5778,81.9,0.819,79.3,0.793,34.52,0.3452
order_1802,86.53,0.8653,34,0.3778,95.04,0.9504,92.32,0.9232,22.77,0.2277
order_1803,90.97,0.9097,35,0.3889,97.24,0.9724,93.63,0.9363,23.69,0.2369
order_1804,79.11,0.7911,38,0.4222,81.3,0.813,58.84,0.5884,44.32,0.4432
order_1805,86.42,0.8642,33,0.3667,91.89,0.9189,93.66,0.9366,21.93,0.2193
order_1806,85.22,0.8522,33,0.3667,92.56,0.9256,94.64,0.9464,22.0,0.22
order_1807,91.19,0.9119,30,0.3333,92.53,0.9253,90.62,0.9062,23.71,0.2371
order_1808,95.03,0.9503,30,0.3333,96.69,0.9669,85.49,0.8549,19.61,0.1961
order_1809,67.33,0.6733,33,0.3667,64.91,0.6491,73.3,0.733,36.72,0.3672
order_181,91.14,0.9114,34,0.3778,94.66,0.9466,93.97,0.9397,21.86,0.2186
order_1810,65.5,0.655,47,0.5222,71.88,0.7188,62.52,0.6252,36.93,0.3693
order_1811,87.26,0.8726,31,0.3444,94.86,0.9486,93.05,0.9305,20.2,0.202
order_1812,88.54,0.8854,35,0.3889,95.24,0.9524,98.23,0.9823,24.36,0.2436
order_1813,93.43,0.9343,29,0.3222,95.91,0.9591,91.84,0.9184,20.9,0.209
order_1814,76.34,0.7634,47,0.5222,79.51,0.7951,62.97,0.6297,42.45,0.4245
order_1815,88.09,0.8809,33,0.3667,93.24,0.9324,91.34,0.9134,23.53,0.2353
order_1816,86.88,0.8688,37,0.4111,89.45,0.8945,90.21,0.9021,22.74,0.2274
order_1817,91.75,0.9175,32,0.3556,93.86,0.9386,93.23,0.9323,21.54,0.2154
order_1818,86.15,0.8615,46,0.5111,82.11,0.8211,62.27,0.6227,37.52,0.3752
order_1819,72.6,0.726,35,0.3889,78.52,0.7852,65.7,0.657,41.93,0.4193
order_182,86.79,0.8679,36,0.4,91.76,0.9176,92.66,0.9266,23.58,0.2358
order_1820,88.29,0.8829,34,0.3778,90.93,0.9093,96.36,0.9636,22.03,0.2203
order_1821,70.23,0.7023,39,0.4333,81.66,0.8166,65.32,0.6532,33.5,0.335
order_1822,73.23,0.7323,34,0.3778,88.74,0.8874,65.47,0.6547,42.99,0.4299
order_1823,76.68,0.7668,35,0.3889,75.96,0.7596,76.27,0.7627,36.87,0.3687
order_1824,93.58,0.9358,35,0.3889,96.3,0.963,90.62,0.9062,19.84,0.1984
order_1825,88.16,0.8816,32,0.3556,95.36,0.9536,85.49,0.8549,21.98,0.2198
order_1826,90.47,0.9047,31,0.3444,97.23,0.9723,93.27,0.9327,24.62,0.2462
order_1827,89.35,0.8935,34,0.3778,98.09,0.9809,95.94,0.9594,19.82,0.1982
order_1828,89.24,0.8924,31,0.3444,95.22,0.9522,94.06,0.9406,20.32,0.2032
order_1829,75.54,0.7554,29,0.3222,86.09,0.8609,65.9,0.659,38.34,0.3834
order_183,89.07,0.8907,35,0.3889,86.91,0.8691,91.95,0.9195,21.79,0.2179
order_1830,88.64,0.8864,36,0.4,91.78,0.9178,94.32,0.9432,22.71,0.2271
order_1831,93.78,0.9378,30,0.3333,92.17,0.9217,95.29,0.9529,22.85,0.2285
order_1832,62.64,0.6264,38,0.4222,78.7,0.787,76.7,0.767,33.92,0.3392
order_1833,81.26,0.8126,33,0.3667,90.95,0.9095,85.95,0.8595,16.34,0.1634
order_1834,92.44,0.9244,32,0.3556,93.44,0.9344,96.17,0.9617,23.27,0.2327
order_1835,94.85,0.9485,29,0.3222,93.91,0.9391,87.15,0.8715,21.54,0.2154
order_1836,73.01,0.7301,45,0.5,76.32,0.7632,74.99,0.7499,42.22,0.4222
order_1837,92.24,0.9224,39,0.4333,69.41,0.6941,71.97,0.7197,33.19,0.3319
order_1838,94.45,0.9445,31,0.3444,92.59,0.9259,90.59,0.9059,23.44,0.2344
order_1839,73.74,0.7374,37,0.4111,87.66,0.8766,63.15,0.6315,38.21,0.3821
order_184,91.96,0.9196,28,0.3111,95.2,0.952,88.83,0.8883,23.65,0.2365
order_1840,87.11,0.8711,34,0.3778,96.76,0.9676,94.58,0.9458,22.5,0.225
order_1841,73.15,0.7315,38,0.4222,86.3,0.863,64.4,0.644,31.78,0.3178
order_1842,92.0,0.92,30,0.3333,91.62,0.9162,87.67,0.8767,21.03,0.2103
order_1843,89.75,0.8975,33,0.3667,96.38,0.9638,93.58,0.9358,21.62,0.2162
order_1844,89.41,0.8941,33,0.3667,97.18,0.9718,92.38,0.9238,21.06,0.2106
order_1845,67.06,0.6706,32,0.3556,80.66,0.8066,74.62,0.7462,41.46,0.4146
order_1846,89.61,0.8961,36,0.4,92.79,0.9279,94.87,0.9487,21.92,0.2192
order_1847,70.13,0.7013,45,0.5,78.87,0.7887,72.86,0.7286,38.49,0.3849
order_1848,89.89,0.8989,38,0.4222,96.96,0.9696,94.17,0.9417,22.22,0.2222
order_1849,93.02,0.9302,33,0.3667,94.07,0.9407,91.09,0.9109,21.84,0.2184
order_185,80.49,0.8049,33,0.3667,92.78,0.9278,96.78,0.9678,22.04,0.2204
order_1850,86.43,0.8643,32,0.3556,91.38,0.9138,93.42,0.9342,22.58,0.2258
order_1851,82.66,0.8266,36,0.4,76.24,0.7624,59.08,0.5908,42.21,0.4221
order_1852,91.56,0.9156,33,0.3667,94.0,0.94,93.24,0.9324,25.21,0.2521
order_1853,89.14,0.8914,32,0.3556,91.28,0.9128,89.4,0.894,22.2,0.222
order_1854,83.83,0.8383,39,0.4333,74.35,0.7435,66.74,0.6674,34.79,0.3479
order_1855,90.88,0.9088,28,0.3111,97.2,0.972,90.0,0.9,23.44,0.2344
order_1856,86.19,0.8619,34,0.3778,95.68,0.9568,93.15,0.9315,20.01,0.2001
order_1857,90.75,0.9075,29,0.3222,93.37,0.9337,95.09,0.9509,23.59,0.2359
order_1858,90.05,0.9005,30,0.3333,95.61,0.9561,92.06,0.9206,17.36,0.1736
order_1859,81.26,0.8126,41,0.4556,84.42,0.8442,61.24,0.6124,18.94,0.1894
order_186,77.23,0.7723,43,0.4778,64.17,0.6417,62.17,0.6217,54.53,0.5453
order_1860,89.08,0.8908,34,0.3778,92.37,0.9237,85.73,0.8573,21.66,0.2166
order_1861,72.88,0.7288,39,0.4333,75.2,0.752,72.11,0.7211,37.1,0.371
order_1862,86.21,0.8621,33,0.3667,89.13,0.8913,85.85,0.8585,23.48,0.2348
order_1863,91.52,0.9152,32,0.3556,90.51,0.9051,89.88,0.8988,21.47,0.2147
order_1864,62.23,0.6223,37,0.4111,80.57,0.8057,81.42,0.8142,35.48,0.3548
order_1865,92.27,0.9227,27,0.3,95.65,0.9565,89.59,0.8959,22.61,0.2261
order_1866,89.26,0.8926,35,0.3889,91.81,0.9181,93.88,0.9388,21.44,0.2144
order_1867,89.53,0.8953,32,0.3556,91.89,0.9189,91.96,0.9196,21.87,0.2187
order_1868,90.72,0.9072,32,0.3556,95.99,0.9599,94.77,0.9477,19.9,0.199
order_1869,92.61,0.9261,29,0.3222,95.47,0.9547,93.86,0.9386,18.18,0.1818
order_187,90.28,0.9028,31,0.3444,92.1,0.921,96.05,0.9605,20.69,0.2069
order_1870,87.58,0.8758,32,0.3556,95.71,0.9571,91.58,0.9158,24.33,0.2433
order_1871,91.59,0.9159,27,0.3,92.68,0.9268,90.31,0.9031,22.96,0.2296
order_1872,54.0,0.54,56,0.6222,79.72,0.7972,71.19,0.7119,45.09,0.4509
order_1873,97.03,0.9703,34,0.3778,96.37,0.9637,92.39,0.9239,21.72,0.2172
order_1874,88.57,0.8857,30,0.3333,92.28,0.9228,87.95,0.8795,21.85,0.2185
order_1875,84.95,0.8495,32,0.3556,93.91,0.9391,92.44,0.9244,20.96,0.2096
order_1876,99.23,0.9923,35,0.3889,90.89,0.9089,92.7,0.927,20.78,0.2078
order_1877,86.96,0.8696,29,0.3222,95.08,0.9508,89.96,0.8996,23.94,0.2394
order_1878,82.95,0.8295,49,0.5444,70.03,0.7003,73.8,0.738,41.79,0.4179
order_1879,88.58,0.8858,30,0.3333,98.02,0.9802,92.68,0.9268,23.27,0.2327
order_188,87.53,0.8753,29,0.3222,92.58,0.9258,91.63,0.9163,19.87,0.1987
order_1880,89.97,0.8997,28,0.3111,91.2,0.912,94.01,0.9401,23.21,0.2321
order_1881,71.86,0.7186,35,0.3889,68.81,0.6881,67.01,0.6701,41.87,0.4187
order_1882,92.78,0.9278,31,0.3444,91.12,0.9112,92.8,0.928,20.35,0.2035
order_1883,70.85,0.7085,49,0.5444,81.79,0.8179,71.26,0.7126,30.37,0.3037
order_1884,76.69,0.7669,47,0.5222,73.37,0.7337,80.81,0.8081,45.76,0.4576
order_1885,94.99,0.9499,33,0.3667,95.47,0.9547,96.24,0.9624,22.89,0.2289
order_1886,88.5,0.885,31,0.3444,94.6,0.946,88.13,0.8813,21.71,0.2171
order_1887,93.29,0.9329,27,0.3,97.84,0.9784,95.37,0.9537,21.08,0.2108
order_1888,91.63,0.9163,32,0.3556,97.07,0.9707,94.95,0.9495,19.2,0.192
order_1889,91.76,0.9176,31,0.3444,94.21,0.9421,89.82,0.8982,25.5,0.255
order_189,93.12,0.9312,30,0.3333,90.66,0.9066,90.84,0.9084,22.87,0.2287
order_1890,90.72,0.9072,35,0.3889,95.97,0.9597,94.91,0.9491,22.65,0.2265
order_1891,63.89,0.6389,40,0.4444,83.42,0.8342,69.59,0.6959,41.02,0.4102
order_1892,72.45,0.7245,35,0.3889,75.14,0.7514,72.47,0.7247,34.07,0.3407
order_1893,89.29,0.8929,30,0.3333,96.8,0.968,91.12,0.9112,24.91,0.2491
order_1894,87.23,0.8723,41,0.4556,68.94,0.6894,55.0,0.55,29.17,0.2917
order_1895,64.01,0.6401,49,0.5444,76.81,0.7681,73.12,0.7312,24.68,0.2468
order_1896,86.41,0.8641,34,0.3778,94.72,0.9472,91.56,0.9156,23.13,0.2313
order_1897,94.91,0.9491,31,0.3444,94.17,0.9417,92.58,0.9258,26.78,0.2678
order_1898,83.7,0.837,34,0.3778,93.71,0.9371,93.7,0.937,20.69,0.2069
order_1899,89.85,0.8985,34,0.3778,100.0,1.0,94.42,0.9442,20.3,0.203
order_19,88.73,0.8873,31,0.3444,89.51,0.8951,91.01,0.9101,23.47,0.2347
order_190,86.18,0.8618,35,0.3889,95.22,0.9522,89.8,0.898,21.72,0.2172
order_1900,94.79,0.9479,34,0.3778,94.02,0.9402,91.29,0.9129,22.15,0.2215
order_1901,88.46,0.8846,27,0.3,99.11,0.9911,92.47,0.9247,22.8,0.228
order_1902,89.83,0.8983,30,0.3333,93.54,0.9354,87.2,0.872,26.55,0.2655
order_1903,86.3,0.863,29,0.3222,92.9,0.929,95.86,0.9586,22.03,0.2203
order_1904,65.11,0.6511,49,0.5444,81.12,0.8112,74.31,0.7431,42.29,0.4229
order_1905,97.18,0.9718,37,0.4111,92.28,0.9228,96.87,0.9687,22.77,0.2277
order_1906,91.5,0.915,28,0.3111,93.57,0.9357,89.56,0.8956,23.66,0.2366
order_1907,93.21,0.9321,27,0.3,93.94,0.9394,95.37,0.9537,21.63,0.2163
order_1908,80.83,0.8083,43,0.4778,78.39,0.7839,67.83,0.6783,30.7,0.307
order_1909,86.64,0.8664,34,0.3778,94.05,0.9405,91.58,0.9158,21.15,0.2115
order_191,89.08,0.8908,35,0.3889,93.16,0.9316,87.98,0.8798,23.49,0.2349
order_1910,73.36,0.7336,41,0.4556,87.25,0.8725,69.84,0.6984,39.74,0.3974
order_1911,86.46,0.8646,31,0.3444,95.52,0.9552,87.33,0.8733,22.4,0.224
order_1912,90.3,0.903,32,0.3556,96.59,0.9659,93.0,0.93,24.96,0.2496
order_1913,87.02,0.8702,32,0.3556,94.21,0.9421,88.79,0.8879,23.91,0.2391
order_1914,96.97,0.9697,32,0.3556,95.26,0.9526,92.25,0.9225,20.57,0.2057
order_1915,84.54,0.8454,30,0.3333,90.52,0.9052,97.11,0.9711,21.77,0.2177
order_1916,88.96,0.8896,34,0.3778,91.2,0.912,89.7,0.897,22.14,0.2214
order_1917,93.09,0.9309,33,0.3667,94.62,0.9462,92.23,0.9223,22.8,0.228
order_1918,90.6,0.906,29,0.3222,94.12,0.9412,88.78,0.8878,22.16,0.2216
order_1919,71.15,0.7115,56,0.6222,75.72,0.7572,58.77,0.5877,37.19,0.3719
order_192,91.56,0.9156,36,0.4,92.53,0.9253,87.25,0.8725,23.63,0.2363
order_1920,63.96,0.6396,38,0.4222,74.2,0.742,69.44,0.6944,42.13,0.4213
order_1921,87.95,0.8795,31,0.3444,93.96,0.9396,92.45,0.9245,22.2,0.222
order_1922,91.31,0.9131,34,0.3778,94.98,0.9498,93.36,0.9336,18.84,0.1884
order_1923,90.15,0.9015,33,0.3667,95.82,0.9582,89.92,0.8992,20.68,0.2068
order_1924,88.28,0.8828,33,0.3667,96.58,0.9658,90.78,0.9078,23.82,0.2382
order_1925,75.99,0.7599,40,0.4444,74.52,0.7452,75.97,0.7597,39.95,0.3995
order_1926,96.83,0.9683,30,0.3333,95.3,0.953,90.41,0.9041,20.26,0.2026
order_1927,89.97,0.8997,32,0.3556,100.0,1.0,91.45,0.9145,19.74,0.1974
order_1928,77.18,0.7718,29,0.3222,75.36,0.7536,70.13,0.7013,42.77,0.4277
order_1929,92.92,0.9292,31,0.3444,93.62,0.9362,89.7,0.897,19.74,0.1974
order_193,77.48,0.7748,33,0.3667,73.1,0.731,62.04,0.6204,41.3,0.413
order_1930,89.41,0.8941,33,0.3667,63.03,0.6303,69.0,0.69,38.09,0.3809
order_1931,90.66,0.9066,31,0.3444,93.5,0.935,93.1,0.931,24.08,0.2408
order_1932,84.13,0.8413,31,0.3444,94.53,0.9453,89.25,0.8925,25.46,0.2546
order_1933,69.92,0.6992,41,0.4556,79.89,0.7989,65.27,0.6527,26.92,0.2692
order_1934,88.71,0.8871,35,0.3889,93.16,0.9316,89.46,0.8946,23.85,0.2385
order_1935,72.35,0.7235,38,0.4222,77.05,0.7705,76.17,0.7617,52.29,0.5229
order_1936,92.48,0.9248,35,0.3889,92.74,0.9274,88.92,0.8892,22.12,0.2212
order_1937,90.32,0.9032,29,0.3222,93.56,0.9356,93.2,0.932,22.72,0.2272
order_1938,91.51,0.9151,33,0.3667,92.73,0.9273,90.46,0.9046,19.6,0.196
order_1939,95.35,0.9535,32,0.3556,93.44,0.9344,89.21,0.8921,27.87,0.2787
order_194,86.78,0.8678,31,0.3444,95.04,0.9504,93.8,0.938,23.92,0.2392
order_1940,95.42,0.9542,33,0.3667,91.36,0.9136,91.23,0.9123,22.62,0.2262
order_1941,91.55,0.9155,33,0.3667,84.42,0.8442,71.44,0.7144,43.03,0.4303
order_1942,89.69,0.8969,30,0.3333,95.88,0.9588,93.96,0.9396,23.94,0.2394
order_1943,89.96,0.8996,31,0.3444,90.1,0.901,94.46,0.9446,22.85,0.2285
order_1944,87.1,0.871,31,0.3444,92.83,0.9283,87.55,0.8755,20.36,0.2036
order_1945,86.6,0.866,31,0.3444,92.15,0.9215,87.12,0.8712,26.05,0.2605
order_1946,93.76,0.9376,30,0.3333,94.68,0.9468,93.25,0.9325,24.38,0.2438
order_1947,68.45,0.6845,48,0.5333,72.16,0.7216,59.31,0.5931,42.34,0.4234
order_1948,93.87,0.9387,38,0.4222,91.0,0.91,94.1,0.941,21.18,0.2118
order_1949,92.35,0.9235,28,0.3111,90.84,0.9084,89.67,0.8967,22.16,0.2216
order_195,88.08,0.8808,34,0.3778,96.57,0.9657,93.8,0.938,25.24,0.2524
order_1950,91.25,0.9125,29,0.3222,97.41,0.9741,90.18,0.9018,23.82,0.2382
order_1951,94.72,0.9472,33,0.3667,90.26,0.9026,89.25,0.8925,24.65,0.2465
order_1952,89.49,0.8949,32,0.3556,95.9,0.959,94.09,0.9409,22.56,0.2256
order_1953,89.37,0.8937,31,0.3444,96.14,0.9614,93.66,0.9366,21.49,0.2149
order_1954,93.25,0.9325,32,0.3556,91.87,0.9187,89.72,0.8972,20.04,0.2004
order_1955,89.18,0.8918,35,0.3889,91.99,0.9199,92.57,0.9257,20.69,0.2069
order_1956,89.22,0.8922,28,0.3111,93.45,0.9345,91.42,0.9142,23.08,0.2308
order_1957,90.67,0.9067,29,0.3222,96.71,0.9671,92.63,0.9263,22.4,0.224
order_1958,89.97,0.8997,31,0.3444,94.54,0.9454,93.43,0.9343,18.51,0.1851
order_1959,70.69,0.7069,39,0.4333,77.79,0.7779,79.55,0.7955,33.37,0.3337
order_196,88.51,0.8851,31,0.3444,92.0,0.92,90.96,0.9096,23.54,0.2354
order_1960,66.57,0.6657,44,0.4889,64.09,0.6409,65.51,0.6551,36.02,0.3602
order_1961,95.02,0.9502,31,0.3444,88.5,0.885,86.0,0.86,22.07,0.2207
order_1962,79.91,0.7991,43,0.4778,77.17,0.7717,79.3,0.793,34.76,0.3476
order_1963,92.68,0.9268,28,0.3111,91.74,0.9174,86.58,0.8658,21.45,0.2145
order_1964,89.86,0.8986,32,0.3556,94.15,0.9415,89.22,0.8922,21.62,0.2162
order_1965,85.51,0.8551,35,0.3889,93.24,0.9324,90.53,0.9053,25.18,0.2518
order_1966,86.27,0.8627,29,0.3222,91.26,0.9126,91.8,0.918,22.86,0.2286
order_1967,92.22,0.9222,38,0.4222,88.38,0.8838,93.83,0.9383,20.89,0.2089
order_1968,70.31,0.7031,37,0.4111,69.64,0.6964,83.48,0.8348,43.05,0.4305
order_1969,90.07,0.9007,35,0.3889,90.22,0.9022,88.01,0.8801,17.64,0.1764
order_197,87.9,0.879,32,0.3556,94.26,0.9426,92.45,0.9245,19.18,0.1918
order_1970,92.41,0.9241,33,0.3667,95.83,0.9583,86.32,0.8632,22.62,0.2262
order_1971,86.44,0.8644,31,0.3444,95.34,0.9534,92.27,0.9227,20.3,0.203
order_1972,75.05,0.7505,32,0.3556,84.05,0.8405,68.36,0.6836,44.71,0.4471
order_1973,70.79,0.7079,38,0.4222,70.65,0.7065,77.01,0.7701,33.74,0.3374
order_1974,91.93,0.9193,31,0.3444,89.06,0.8906,90.29,0.9029,19.64,0.1964
order_1975,90.1,0.901,29,0.3222,96.31,0.9631,91.73,0.9173,21.64,0.2164
order_1976,91.97,0.9197,34,0.3778,93.95,0.9395,89.69,0.8969,18.45,0.1845
order_1977,87.94,0.8794,30,0.3333,94.27,0.9427,90.96,0.9096,23.38,0.2338
order_1978,70.1,0.701,41,0.4556,84.29,0.8429,72.73,0.7273,37.64,0.3764
order_1979,88.19,0.8819,30,0.3333,91.87,0.9187,90.38,0.9038,23.51,0.2351
order_198,89.33,0.8933,29,0.3222,98.42,0.9842,92.96,0.9296,19.19,0.1919
order_1980,88.67,0.8867,32,0.3556,98.26,0.9826,88.68,0.8868,23.95,0.2395
order_1981,94.2,0.942,30,0.3333,93.31,0.9331,88.89,0.8889,21.59,0.2159
order_1982,89.89,0.8989,34,0.3778,96.73,0.9673,89.76,0.8976,18.07,0.1807
order_1983,74.83,0.7483,43,0.4778,77.75,0.7775,67.39,0.6739,38.75,0.3875
order_1984,94.55,0.9455,33,0.3667,93.07,0.9307,90.5,0.905,21.66,0.2166
order_1985,94.91,0.9491,32,0.3556,93.95,0.9395,90.55,0.9055,24.2,0.242
order_1986,90.68,0.9068,44,0.4889,76.58,0.7658,70.29,0.7029,23.69,0.2369
order_1987,92.24,0.9224,32,0.3556,95.07,0.9507,89.87,0.8987,21.23,0.2123
order_1988,88.77,0.8877,35,0.3889,93.05,0.9305,98.25,0.9825,22.86,0.2286
order_1989,64.79,0.6479,40,0.4444,71.44,0.7144,55.0,0.55,47.6,0.476
order_199,80.63,0.8063,44,0.4889,77.16,0.7716,58.94,0.5894,35.1,0.351
order_1990,81.73,0.8173,35,0.3889,60.0,0.6,68.18,0.6818,37.15,0.3715
order_1991,90.41,0.9041,34,0.3778,95.59,0.9559,92.78,0.9278,24.39,0.2439
order_1992,85.44,0.8544,33,0.3667,95.57,0.9557,88.28,0.8828,18.99,0.1899
order_1993,87.76,0.8776,30,0.3333,95.88,0.9588,90.16,0.9016,20.29,0.2029
order_1994,88.17,0.8817,35,0.3889,94.03,0.9403,91.46,0.9146,21.78,0.2178
order_1995,85.34,0.8534,37,0.4111,85.21,0.8521,71.68,0.7168,37.04,0.3704
order_1996,97.5,0.975,29,0.3222,93.12,0.9312,88.3,0.883,23.9,0.239
order_1997,95.07,0.9507,36,0.4,97.06,0.9706,91.41,0.9141,21.27,0.2127
order_1998,84.99,0.8499,37,0.4111,95.17,0.9517,90.52,0.9052,24.66,0.2466
order_1999,87.08,0.8708,33,0.3667,93.57,0.9357,93.92,0.9392,21.87,0.2187
order_2,85.65,0.8565,32,0.3556,96.62,0.9662,91.91,0.9191,23.55,0.2355
order_20,86.86,0.8686,32,0.3556,92.44,0.9244,94.24,0.9424,22.06,0.2206
order_200,80.52,0.8052,48,0.5333,80.84,0.8084,72.18,0.7218,32.01,0.3201
order_2000,89.99,0.8999,31,0.3444,93.14,0.9314,90.88,0.9088,20.04,0.2004
order_201,84.13,0.8413,30,0.3333,94.48,0.9448,87.96,0.8796,22.03,0.2203
order_202,90.2,0.902,47,0.5222,87.5,0.875,73.13,0.7313,45.01,0.4501
order_203,87.83,0.8783,30,0.3333,87.15,0.8715,95.56,0.9556,25.08,0.2508
order_204,70.57,0.7057,39,0.4333,70.72,0.7072,73.06,0.7306,44.75,0.4475
order_205,84.77,0.8477,33,0.3667,93.31,0.9331,92.34,0.9234,22.92,0.2292
order_206,73.49,0.7349,40,0.4444,74.5,0.745,77.76,0.7776,40.51,0.4051
order_207,90.66,0.9066,29,0.3222,93.05,0.9305,94.7,0.947,22.08,0.2208
order_208,91.98,0.9198,36,0.4,96.6,0.966,92.28,0.9228,20.98,0.2098
order_209,82.34,0.8234,32,0.3556,93.18,0.9318,93.17,0.9317,21.69,0.2169
order_21,89.04,0.8904,28,0.3111,91.65,0.9165,93.43,0.9343,25.43,0.2543
order_210,74.22,0.7422,43,0.4778,82.67,0.8267,63.51,0.6351,40.2,0.402
order_211,87.78,0.8778,34,0.3778,94.38,0.9438,92.9,0.929,20.43,0.2043
order_212,80.66,0.8066,54,0.6,68.94,0.6894,67.28,0.6728,39.39,0.3939
order_213,81.29,0.8129,38,0.4222,60.0,0.6,80.87,0.8087,42.56,0.4256
order_214,84.77,0.8477,30,0.3333,97.92,0.9792,96.34,0.9634,23.88,0.2388
order_215,89.47,0.8947,32,0.3556,93.67,0.9367,95.38,0.9538,20.25,0.2025
order_216,87.58,0.8758,35,0.3889,93.89,0.9389,96.14,0.9614,20.66,0.2066
order_217,89.84,0.8984,30,0.3333,94.02,0.9402,87.56,0.8756,21.02,0.2102
order_218,63.51,0.6351,45,0.5,81.02,0.8102,56.16,0.5616,46.0,0.46
order_219,97.49,0.9749,32,0.3556,92.4,0.924,100.0,1.0,19.36,0.1936
order_22,90.06,0.9006,32,0.3556,97.36,0.9736,93.08,0.9308,21.0,0.21
order_220,87.15,0.8715,31,0.3444,91.48,0.9148,92.14,0.9214,20.87,0.2087
order_221,85.52,0.8552,35,0.3889,92.76,0.9276,88.2,0.882,21.66,0.2166
order_222,90.21,0.9021,28,0.3111,94.83,0.9483,88.86,0.8886,25.42,0.2542
order_223,79.19,0.7919,39,0.4333,70.78,0.7078,69.16,0.6916,41.68,0.4168
order_224,89.92,0.8992,31,0.3444,94.15,0.9415,90.19,0.9019,21.31,0.2131
order_225,83.74,0.8374,34,0.3778,94.75,0.9475,89.68,0.8968,25.8,0.258
order_226,90.26,0.9026,29,0.3222,96.14,0.9614,93.19,0.9319,22.79,0.2279
order_227,71.59,0.7159,44,0.4889,74.17,0.7417,74.45,0.7445,26.57,0.2657
order_228,71.53,0.7153,51,0.5667,70.63,0.7063,65.17,0.6517,35.31,0.3531
order_229,86.36,0.8636,26,0.2889,93.42,0.9342,92.41,0.9241,21.89,0.2189
order_23,89.57,0.8957,32,0.3556,96.56,0.9656,91.43,0.9143,20.85,0.2085
order_230,89.16,0.8916,33,0.3667,97.53,0.9753,90.12,0.9012,22.2,0.222
order_231,91.02,0.9102,30,0.3333,94.05,0.9405,87.6,0.876,18.46,0.1846
order_232,91.1,0.911,31,0.3444,94.51,0.9451,91.95,0.9195,20.05,0.2005
order_233,89.86,0.8986,29,0.3222,97.48,0.9748,87.93,0.8793,21.61,0.2161
order_234,66.66,0.6666,44,0.4889,73.68,0.7368,65.85,0.6585,43.12,0.4312
order_235,90.09,0.9009,33,0.3667,91.55,0.9155,87.79,0.8779,22.21,0.2221
order_236,72.45,0.7245,45,0.5,75.44,0.7544,71.64,0.7164,28.26,0.2826
order_237,90.11,0.9011,40,0.4444,80.88,0.8088,63.31,0.6331,39.85,0.3985
order_238,64.58,0.6458,44,0.4889,73.51,0.7351,70.23,0.7023,42.19,0.4219
order_239,86.3,0.863,30,0.3333,95.14,0.9514,98.29,0.9829,21.72,0.2172
order_24,91.77,0.9177,32,0.3556,98.86,0.9886,86.76,0.8676,22.19,0.2219
order_240,85.12,0.8512,26,0.2889,94.74,0.9474,92.42,0.9242,21.43,0.2143
order_241,74.15,0.7415,60,0.6667,74.19,0.7419,74.08,0.7408,34.1,0.341
order_242,90.89,0.9089,31,0.3444,92.97,0.9297,97.46,0.9746,24.35,0.2435
order_243,90.41,0.9041,26,0.2889,93.1,0.931,100.0,1.0,21.54,0.2154
order_244,83.83,0.8383,50,0.5556,77.53,0.7753,63.27,0.6327,23.39,0.2339
order_245,80.47,0.8047,36,0.4,77.23,0.7723,60.0,0.6,36.41,0.3641
order_246,75.27,0.7527,43,0.4778,68.2,0.682,79.58,0.7958,34.42,0.3442
order_247,84.98,0.8498,32,0.3556,94.09,0.9409,92.48,0.9248,24.72,0.2472
order_248,89.29,0.8929,32,0.3556,91.24,0.9124,94.46,0.9446,22.37,0.2237
order_249,71.64,0.7164,30,0.3333,86.11,0.8611,60.18,0.6018,34.45,0.3445
